2
5000 8000
DSJ EMV 968.03
DSK FTJ 957.68
DSL DGE 156.50
DSM FXU 630.67
DSN EGT 849.54
DSO DOL 126.14
DSP DVL 413.55
DSQ FVS 456.38
DSR DHJ 583.06
DSS ALU 81.39
DST ASO 201.07
DSU AQH 56.89
DSV DYA 990.76
DSW EIC 80.21
DSX ARJ 6.18
DSY DPD 992.23
DSZ BZR 648.40
DTA ASW 726.56
DTB BBV 348.84
DTC BTU 258.40
DTD FCW 486.03
DTE HIS 685.94
DTF AWM 623.92
DTG BAW 139.02
DTH DAN 41.55
DTI GHY 210.04
DTJ END 138.75
DTK GJN 710.37
DTL APU 670.50
DTM DYQ 585.70
DTN EDL 272.13
DTO DAZ 814.42
DTP GBQ 691.36
DTQ AOI 888.95
DTR HAE 61.74
DTS HBT 565.63
DTT CGB 695.42
DTU CWK 447.35
DTV HJY 720.93
DTW BWA 689.84
DTX BZO 133.83
DTY DIX 5.11
DTZ EHO 493.86
DUA CDG 565.62
DUB AFC 833.11
DUC AUE 4.56
DUD EVA 892.77
DUE HBI 25.78
DUF EER 687.01
DUG HFN 951.38
DUH ENL 225.61
DUI FCY 296.52
DUJ BCL 95.62
DUK CLR 567.42
DUL BBZ 820.81
DUM ARX 579.04
DUN HBJ 320.67
DUO EDX 227.24
DUP AYO 626.67
DUQ BLQ 305.93
DUR BOK 271.23
DUS CBW 728.55
DUT CQR 456.52
DUU GLL 75.18
DUV DYF 996.10
DUW FFO 892.28
DUX AIY 707.10
DUY CKN 469.80
DUZ ACW 423.24
DVA BDD 782.80
DVB BTO 621.53
DVC AWB 362.22
DVD ALM 273.03
DVE BYX 83.78
DVF FWU 709.37
DVG GNS 686.53
DVH CGA 863.74
DVI CZY 308.12
DVJ EYD 332.93
DVK EHS 627.32
DVL EXK 573.40
DVM GNI 714.28
DVN HBC 198.97
DVO DHL 410.27
DVP GJS 548.34
DVQ EYM 193.30
DVR AVH 718.44
DVS ATG 439.13
DVT DKD 308.51
DVU EQU 218.23
DVV ASI 76.15
DVW AND 325.52
DVX GZL 319.85
DVY CKS 587.20
DVZ CDW 344.00
DWA COY 308.86
DWB FLA 897.64
DWC GXH 524.94
DWD HFM 534.26
DWE GVL 882.34
DWF DUR 455.34
DWG FNM 579.53
DWH CTU 794.70
DWI AMJ 492.30
DWJ DON 705.09
DWK EQF 448.14
DWL DNA 778.82
DWM BUX 48.18
DWN FGC 734.35
DWO EFB 242.01
DWP ADK 849.90
DWQ HAX 159.27
DWR FBQ 737.54
DWS FFX 7.68
DWT ANR 782.96
DWU FRI 681.46
DWV DQH 129.20
DWW DNY 739.12
DWX EQX 443.17
DWY BTI 190.63
DWZ AIV 105.48
DXA HBY 256.55
DXB ASG 739.48
DXC DNR 310.01
DXD AHV 940.12
DXE FXZ 552.19
DXF BSC 266.43
DXG APH 701.10
DXH DHU 559.20
DXI AVW 439.30
DXJ FBW 925.85
DXK CTL 907.50
DXL GXJ 708.79
DXM AHO 305.99
DXN GXJ 878.06
DXO GZA 627.27
DXP FAC 462.44
DXQ AHK 194.89
DXR CSW 188.56
DXS EGJ 675.76
DXT EDN 383.97
DXU ABO 82.24
DXV GYG 102.93
DXW BUS 654.38
DXX BBS 819.16
DXY BGW 331.34
DXZ FTL 541.49
DYA ABC 127.11
DYB EXJ 885.48
DYC EAC 565.77
DYD GJO 93.26
DYE AVY 237.64
DYF EVD 76.86
DYG CHJ 757.63
DYH GYL 100.96
DYI FEJ 557.64
DYJ ANC 988.38
DYK GCX 135.34
DYL AMM 750.26
DYM EWS 916.97
DYN BTO 210.44
DYO AHL 641.48
DYP CTO 650.69
DYQ HJD 2.22
DYR CRF 365.23
DYS BGR 626.75
DYT CDJ 924.55
DYU AFL 177.71
DYV HFY 460.45
DYW DRX 430.36
DYX FQE 695.77
DYY HBJ 373.38
DYZ DHO 791.40
DZA ATY 102.51
DZB CWY 625.48
DZC HIF 438.13
DZD GJX 594.84
DZE GTD 751.38
DZF CNW 175.25
DZG FZS 945.22
DZH FGN 648.63
DZI DLE 162.49
DZJ FYR 763.41
DZK FNU 574.60
DZL ATC 439.07
DZM HEB 112.31
DZN FHH 156.49
DZO BRX 146.04
DZP HET 321.46
DZQ GYO 980.12
DZR ESF 431.56
DZS DXO 946.39
DZT BRM 824.90
DZU AAQ 435.46
DZV GOA 941.94
DZW GAC 704.16
DZX CMC 443.22
DZY AZN 163.76
DZZ AHG 206.87
EAA BKK 757.53
EAB CYI 70.37
EAC FZI 271.35
EAD COY 519.05
EAE FZV 665.31
EAF GST 829.47
EAG DQL 950.98
EAH BPX 227.20
EAI CID 614.48
EAJ HKC 922.19
EAK CCK 215.79
EAL CYT 757.66
EAM ADK 618.24
EAN GTC 950.13
EAO BAY 571.03
EAP EFW 10.93
EAQ EQK 129.99
EAR AFE 361.92
EAS EPE 635.20
EAT ABZ 982.26
EAU DTE 885.01
EAV HIL 945.95
EAW FLB 563.33
EAX ECZ 60.41
EAY GVK 552.30
EAZ ERP 391.27
EBA HGG 173.78
EBB GFQ 851.57
EBC CGO 349.82
EBD DCG 901.07
EBE BUE 122.23
EBF CIO 412.94
EBG DRR 156.82
EBH GFQ 980.60
EBI BXN 819.37
EBJ AQW 256.05
EBK CHS 101.65
EBL CFQ 703.90
EBM EDB 702.20
EBN ARI 842.80
EBO HBB 73.95
EBP BRI 186.12
EBQ AER 546.53
EBR BMA 366.80
EBS CQT 166.43
EBT AIK 144.26
EBU BBS 343.39
EBV AAV 31.44
EBW BUJ 495.59
EBX CFO 455.75
EBY BTL 138.44
EBZ FYF 19.35
ECA FLL 240.85
ECB GJP 68.59
ECC DRV 978.12
ECD AHZ 361.08
ECE BPG 472.51
ECF EVG 626.85
ECG GLY 75.45
ECH GFC 242.44
ECI AAW 261.53
ECJ ASZ 857.59
ECK FUD 107.43
ECL CLQ 268.66
ECM DPY 64.60
ECN ALS 81.51
ECO CDI 599.75
ECP GAE 606.65
ECQ DTD 151.15
ECR EIP 947.18
ECS DFU 913.68
ECT FJF 344.86
ECU DFO 182.50
ECV BEP 568.76
ECW DRC 128.90
ECX APF 663.35
ECY FCO 524.95
ECZ GUO 158.88
EDA GBZ 737.02
EDB AGG 562.44
EDC GNB 479.01
EDD EGQ 168.19
EDE DRO 908.33
EDF DKM 82.88
EDG GLQ 613.61
EDH GBA 515.79
EDI DPA 665.36
EDJ BRU 77.01
EDK GUB 159.42
EDL FRK 432.85
EDM GVT 784.02
EDN BIN 842.27
EDO CEM 780.67
EDP CQB 268.39
EDQ EOP 919.27
EDR HDS 482.84
EDS ADZ 638.31
EDT BNC 477.04
EDU DME 589.39
EDV CLP 96.69
EDW BWA 80.55
EDX GUP 57.35
EDY HCE 800.18
EDZ BKY 920.82
EEA AOD 107.18
EEB GCM 411.44
EEC COI 613.40
EED GNO 363.69
EEE ETK 745.44
EEF CEP 75.29
EEG DFH 462.91
EEH CES 62.99
EEI ANR 536.20
EEJ DUM 974.91
EEK DFC 590.51
EEL DDA 655.65
EEM DYA 847.60
EEN HBV 580.50
EEO AFC 174.40
EEP ERM 770.91
EEQ GUM 854.99
EER ESU 172.78
EES FKH 926.64
EET DGY 189.52
EEU CEZ 168.55
EEV GRB 500.31
EEW BZE 149.99
EEX FJF 59.73
EEY FDG 430.37
EEZ DCI 975.31
EFA EPC 269.76
EFB COV 691.95
EFC FIJ 507.48
EFD ESR 765.16
EFE HIT 937.29
EFF AWI 963.47
EFG HJM 45.47
EFH DHB 587.72
EFI EAU 999.77
EFJ CSN 807.71
EFK BEW 205.58
EFL AVL 126.84
EFM FKR 34.84
EFN CGN 205.28
EFO ENS 384.74
EFP ARI 486.10
EFQ GDX 811.56
EFR EVH 771.87
EFS ACD 777.54
EFT EFB 164.46
EFU GDL 563.67
EFV BJE 834.15
EFW FGE 754.75
EFX ARL 744.78
EFY CJP 526.16
EFZ ESC 86.38
EGA BYW 24.04
EGB BIE 250.83
EGC AXO 563.31
EGD HCV 687.62
EGE DNG 636.72
EGF BTK 766.08
EGG AFR 678.81
EGH AYL 94.37
EGI DHZ 402.03
EGJ EIK 334.70
EGK EUN 877.33
EGL ETK 901.88
EGM GXM 81.29
EGN BCS 550.13
EGO FKL 526.20
EGP AAY 339.20
EGQ ANS 849.73
EGR BYF 772.64
EGS BNM 209.68
EGT BME 524.62
EGU GAO 797.50
EGV DXF 785.24
EGW EJY 992.18
EGX BDT 96.18
EGY GOU 465.49
EGZ GIS 686.95
EHA FTJ 90.30
EHB DFB 138.43
EHC FSI 399.02
EHD DTA 779.05
EHE ESG 325.08
EHF FRL 638.98
EHG BSS 35.34
EHH BGW 914.90
EHI FWB 35.41
EHJ GWP 581.98
EHK COG 893.75
EHL FIF 472.75
EHM EUV 410.36
EHN DVM 607.18
EHO BDL 490.38
EHP EOA 382.20
EHQ DBJ 46.49
EHR BIT 752.27
EHS GQN 372.72
EHT HBW 534.25
EHU DLJ 976.63
EHV BUB 199.65
EHW CEA 748.37
EHX GZY 420.51
EHY AJP 554.09
EHZ HCA 943.74
EIA ELL 533.23
EIB GLS 497.30
EIC CRG 312.46
EID CKY 982.98
EIE CGK 725.66
EIF DHF 547.04
EIG BXK 49.34
EIH FGW 544.70
EII EHJ 321.21
EIJ HCA 283.38
EIK EXB 415.70
EIL ECD 473.33
EIM GMQ 761.11
EIN CGM 274.90
EIO ETS 59.85
EIP AZK 926.57
EIQ FNV 962.17
EIR FQT 700.20
EIS GXQ 855.39
EIT EPL 404.52
EIU CGA 211.89
EIV DRF 516.72
EIW BRY 741.44
EIX BWR 10.33
EIY BBV 303.89
EIZ EXJ 360.49
EJA FAC 103.78
EJB CFI 374.23
EJC BWR 891.18
EJD CDZ 343.62
EJE EZR 194.81
EJF BAW 871.16
EJG DEE 21.10
EJH FXY 758.65
EJI BYR 418.07
EJJ GLG 784.59
EJK AFC 278.26
EJL EXU 381.75
EJM AVO 526.26
EJN GMA 245.88
EJO AYN 176.35
EJP ELX 40.31
EJQ CDY 603.72
EJR GQS 308.55
EJS CIK 227.19
EJT DGQ 609.46
EJU GNU 249.41
EJV FAY 742.50
EJW AEM 215.50
EJX GZD 637.58
EJY DHH 827.85
EJZ CXN 754.09
EKA HHW 887.01
EKB DZC 452.86
EKC HFM 854.96
EKD GQL 570.48
EKE DPN 468.63
EKF DHZ 638.49
EKG GYY 188.86
EKH EJT 730.78
EKI AOM 926.26
EKJ FUU 165.10
EKK BDG 147.90
EKL DZO 936.76
EKM DPQ 572.28
EKN AAO 487.54
EKO ATV 996.51
EKP GYZ 833.29
EKQ FJB 704.52
EKR DKM 623.85
EKS BEF 148.41
EKT CNP 917.84
EKU AYJ 132.16
EKV FCW 852.92
EKW EZQ 666.89
EKX GKA 64.12
EKY EIK 87.46
EKZ HGA 95.88
ELA EVO 300.34
ELB DJB 925.81
ELC DZJ 606.98
ELD CNL 436.29
ELE CXI 982.02
ELF FKO 814.06
ELG AFN 719.26
ELH CPZ 409.55
ELI GBJ 959.28
ELJ ATD 484.72
ELK FOV 47.24
ELL CCJ 739.51
ELM ANZ 84.87
ELN FHY 470.81
ELO CMF 196.37
ELP GXS 734.74
ELQ DOP 762.85
ELR CYH 532.87
ELS EVS 400.94
ELT EWV 300.37
ELU CDN 565.78
ELV FEU 233.03
ELW AXM 879.39
ELX AIL 152.72
ELY ADS 297.01
ELZ GOF 257.16
EMA BNG 302.13
EMB FMJ 221.91
EMC GII 963.83
EMD DNH 886.39
EME DDH 422.94
EMF FHR 820.45
EMG CMU 445.21
EMH BLF 719.15
EMI CXC 649.52
EMJ CGW 556.16
EMK FUU 297.47
EML DZI 500.35
EMM CLV 595.30
EMN GGU 342.58
EMO HJI 781.07
EMP GXT 236.57
EMQ DGQ 759.94
EMR FNM 633.74
EMS EZL 478.25
EMT AEP 374.55
EMU GRC 304.78
EMV BZZ 250.50
EMW CXP 711.84
EMX DRS 923.19
EMY EIX 152.69
EMZ AAR 740.18
ENA APP 432.07
ENB EBI 790.55
ENC EXL 384.16
END EGQ 83.22
ENE EYD 896.40
ENF AYK 575.49
ENG DJN 105.32
ENH EZD 707.16
ENI ERZ 56.40
ENJ BRA 484.76
ENK HFQ 440.23
ENL CHZ 438.22
ENM DRX 868.44
ENN DDH 840.47
ENO GNY 167.80
ENP HJW 634.82
ENQ DTQ 311.75
ENR BKI 790.78
ENS DOI 722.03
ENT CSX 188.20
ENU EAR 357.31
ENV BWP 438.30
ENW GSW 299.96
ENX CYM 46.20
ENY GPC 390.70
ENZ GOZ 44.58
EOA EWE 593.27
EOB DTB 310.05
EOC CCA 7.73
EOD DUG 809.88
EOE GPZ 221.74
EOF EYW 938.94
EOG EKI 33.61
EOH AVS 556.46
EOI BFM 603.72
EOJ BQL 374.08
EOK BVQ 835.39
EOL HFZ 587.19
EOM EYL 121.36
EON BUK 818.75
EOO BZH 491.40
EOP HDJ 670.04
EOQ ELT 509.66
EOR COX 873.42
EOS GYC 457.65
EOT EJC 856.45
EOU GSP 291.53
EOV FSS 376.42
EOW EWM 688.63
EOX GGX 244.31
EOY CST 4.58
EOZ FXT 416.91
EPA APU 594.29
EPB EIF 302.36
EPC DDF 637.49
EPD GHD 554.76
EPE DRK 147.96
EPF BDI 540.60
EPG EBY 204.89
EPH BWG 338.54
EPI GRB 424.37
EPJ EJE 341.94
EPK ESQ 153.91
EPL AXI 368.09
EPM BVS 978.28
EPN EWK 298.42
EPO CGZ 394.31
EPP FSM 822.83
EPQ FSX 882.95
EPR FAQ 867.77
EPS DIR 409.82
EPT BDZ 976.38
EPU CNI 810.85
EPV CIO 378.93
EPW CPF 258.05
EPX EUS 841.81
EPY GZV 75.99
EPZ GLA 561.84
EQA ELD 229.16
EQB BCQ 399.48
EQC HCG 542.33
EQD AAQ 190.31
EQE DYO 576.75
EQF BLI 252.28
EQG EZE 465.38
EQH FSY 143.67
EQI EZD 869.63
EQJ ENH 760.03
EQK FTX 964.07
EQL DHC 696.23
EQM AGA 856.44
EQN GUT 904.54
EQO CLB 48.84
EQP GDS 489.37
EQQ FTM 559.84
EQR CIK 648.96
EQS AKT 750.28
EQT EAA 365.86
EQU CRV 342.98
EQV DGE 950.26
EQW BCR 901.73
EQX DEE 10.60
EQY DBK 541.02
EQZ ATQ 451.85
ERA BSR 73.13
ERB GJT 727.22
ERC GSF 13.17
ERD DUF 189.05
ERE EFI 425.20
ERF FEU 667.05
ERG CJQ 730.80
ERH EPP 414.26
ERI ELX 482.33
ERJ DTJ 971.65
ERK DGH 561.80
ERL EAB 797.19
ERM BEA 342.89
ERN FAL 561.93
ERO EBB 741.96
ERP EGB 552.53
ERQ GKM 488.92
ERR CIB 71.70
ERS DPJ 402.09
ERT EAZ 891.15
ERU BFO 102.70
ERV GYW 975.85
ERW FYI 37.74
ERX EZG 478.11
ERY HJK 333.77
ERZ BIZ 508.91
ESA AXN 535.20
ESB EEB 686.14
ESC HCX 277.43
ESD EWP 925.52
ESE EDY 425.38
ESF EDA 325.04
ESG GXU 84.86
ESH FMD 743.44
ESI HDB 821.02
ESJ FNG 477.76
ESK ANX 519.83
ESL DDE 84.26
ESM DVQ 7.25
ESN GBU 404.70
ESO CAJ 175.66
ESP BPU 563.63
ESQ HJL 383.24
ESR DPB 588.95
ESS CDS 661.37
EST FLJ 170.62
ESU GTQ 156.06
ESV GBK 328.10
ESW FEW 55.93
ESX FZR 891.39
ESY CVR 33.17
ESZ CLO 291.23
ETA DUB 822.76
ETB GLM 437.62
ETC GGU 264.91
ETD GAC 334.56
ETE HDK 919.46
ETF CKK 314.96
ETG APC 311.49
ETH DJY 453.94
ETI DQM 581.92
ETJ AFU 223.14
ETK AEU 283.75
ETL AMI 142.42
ETM FAB 786.30
ETN EWX 543.67
ETO FEG 566.48
ETP FUY 863.03
ETQ ACO 373.91
ETR FTJ 382.78
ETS EOT 306.50
ETT FVW 242.93
ETU BEJ 942.59
ETV APS 19.23
ETW DLD 625.33
ETX BBX 390.47
ETY CAJ 261.25
ETZ BGU 108.75
EUA CEN 328.37
EUB EEL 211.72
EUC AUT 612.02
EUD EFQ 261.18
EUE FPD 753.81
EUF GCR 731.27
EUG ECB 588.39
EUH BGK 93.60
EUI FKN 158.44
EUJ CDZ 611.42
EUK ENX 57.94
EUL EYA 682.16
EUM DJB 103.82
EUN EGA 54.05
EUO DXH 849.76
EUP GEF 237.12
EUQ HFX 904.54
EUR CLT 619.84
EUS GPI 367.76
EUT FFA 858.59
EUU FXI 332.27
EUV FBN 576.35
EUW EYT 30.96
EUX ALG 306.13
EUY CPN 170.00
EUZ EDM 617.48
EVA HIY 548.21
EVB CHV 74.74
EVC GGU 535.79
EVD HGT 344.15
EVE EQI 618.65
EVF FLF 890.72
EVG BOQ 193.65
EVH BRX 203.28
EVI DTS 718.62
EVJ ADL 10.03
EVK FJY 978.78
EVL BLM 298.60
EVM ASF 419.85
EVN AMZ 362.67
EVO GLZ 522.29
EVP FAW 144.84
EVQ EXI 443.31
EVR GHY 49.57
EVS GMF 675.42
EVT BDF 855.21
EVU GUR 975.01
EVV ETU 144.31
EVW BQT 420.01
EVX AIH 893.59
EVY ANZ 736.51
EVZ EGW 353.04
EWA CGJ 653.53
EWB FLZ 888.56
EWC CET 419.90
EWD AVZ 153.80
EWE BUU 558.42
EWF CGR 339.73
EWG FVF 845.27
EWH DBP 471.39
EWI DYI 946.56
EWJ FEZ 141.81
EWK FIY 236.05
EWL AXI 417.27
EWM BPU 797.23
EWN GZV 958.21
EWO DRI 378.01
EWP GRJ 576.09
EWQ EEJ 453.47
EWR DLX 431.98
EWS HHQ 42.93
EWT CFF 142.61
EWU EUK 211.47
EWV CZY 93.65
EWW CFW 871.65
EWX CSB 740.95
EWY GWA 55.17
EWZ GCO 903.30
EXA DBD 332.40
EXB GKA 110.81
EXC EVE 794.96
EXD FKJ 990.43
EXE ELO 870.84
EXF DPN 531.56
EXG EAC 358.21
EXH CEK 361.21
EXI AOS 876.37
EXJ AFG 493.06
EXK FLF 986.16
EXL DEC 471.62
EXM DWJ 315.27
EXN DAQ 3.07
EXO CYO 422.38
EXP CSK 661.67
EXQ FIM 553.99
EXR BVZ 211.46
EXS CHH 168.54
EXT FVN 848.97
EXU GNL 95.45
EXV COD 363.70
EXW FRV 671.12
EXX BQJ 181.85
EXY FRV 392.25
EXZ GFI 125.89
EYA HAT 588.66
EYB APE 563.28
EYC EKX 137.12
EYD DKO 274.38
EYE HIR 799.77
EYF CON 641.33
EYG CKT 35.57
EYH CPW 29.76
EYI EGN 381.73
EYJ GAO 407.03
EYK FBT 422.79
EYL BCP 257.89
EYM AMP 822.69
EYN CFM 131.96
EYO DEF 441.70
EYP EMV 920.40
EYQ EZO 18.88
EYR CXC 97.83
EYS DHL 377.08
EYT DZH 42.55
EYU FAI 635.31
EYV FCI 694.14
EYW FNZ 863.71
EYX GSU 202.04
EYY DIX 766.16
EYZ AJN 886.15
EZA BDC 706.85
EZB EJQ 773.42
EZC CUS 910.83
EZD CJU 908.00
EZE EFH 490.27
EZF DJF 546.43
EZG GOG 475.61
EZH AKJ 992.20
EZI HDR 179.99
EZJ EGW 193.07
EZK ACV 45.67
EZL BKC 813.23
EZM EGT 938.16
EZN CQR 154.83
EZO ARI 951.39
EZP BFS 383.84
EZQ DBZ 512.06
EZR FKC 351.30
EZS DJU 389.69
EZT GLH 102.48
EZU HGD 251.23
EZV FZH 716.16
EZW DGE 456.69
EZX AAU 906.58
EZY HIZ 70.15
EZZ CIW 779.03
FAA AWG 313.91
FAB AHZ 25.21
FAC GLO 98.09
FAD HII 283.44
FAE CON 548.06
FAF DMY 871.24
FAG FIS 151.60
FAH GCV 810.06
FAI BWG 808.89
FAJ DMY 748.30
FAK CDR 724.97
FAL ERU 114.01
FAM DBG 336.35
FAN CZB 145.39
FAO DPY 283.77
FAP HBK 685.85
FAQ BQO 843.72
FAR GEV 13.28
FAS GXS 218.14
FAT EKI 154.82
FAU DWG 127.53
FAV EIB 153.37
FAW BZR 575.65
FAX FCW 983.95
FAY GUB 39.50
FAZ CDR 608.18
FBA FHK 360.24
FBB BMY 109.66
FBC ATL 69.84
FBD ANX 430.15
FBE CJO 342.99
FBF AAX 951.30
FBG EEC 990.59
FBH BHP 455.56
FBI BNY 424.82
FBJ CJC 301.98
FBK AUP 799.97
FBL DUO 158.53
FBM AXC 582.30
FBN DFW 923.68
FBO GSO 201.78
FBP BUG 549.80
FBQ DKK 581.10
FBR CDQ 585.66
FBS CIV 78.03
FBT FCW 168.08
FBU EWO 295.34
FBV HIF 98.29
FBW AOV 411.00
FBX HHU 821.70
FBY DNC 164.24
FBZ ECR 878.74
FCA FNK 742.55
FCB DRQ 503.35
FCC FZZ 343.28
FCD GRI 110.18
FCE BMK 285.93
FCF ENO 270.61
FCG AYD 482.96
FCH DQH 845.02
FCI DYK 35.61
FCJ GPB 472.57
FCK DCG 623.04
FCL HAY 107.44
FCM EIC 124.72
FCN AJO 196.91
FCO DUR 216.35
FCP BIG 580.21
FCQ GZC 276.45
FCR CXY 283.76
FCS GNB 837.63
FCT DMQ 328.32
FCU HGF 217.45
FCV CBQ 317.64
FCW BWT 618.73
FCX CQS 588.45
FCY DQL 502.81
FCZ DVM 475.85
FDA EYB 958.93
FDB GZL 323.42
FDC FAF 512.43
FDD EGS 699.65
FDE GKW 923.03
FDF HII 687.69
FDG FEN 690.46
FDH GEB 819.22
FDI BQP 692.44
FDJ BMC 978.70
FDK GWG 73.52
FDL GGN 773.84
FDM DVH 459.01
FDN DTN 673.63
FDO HII 750.36
FDP BJU 251.21
FDQ FQT 732.77
FDR BHP 956.47
FDS CXP 422.01
FDT GRG 301.03
FDU FSY 263.03
FDV CNM 544.52
FDW EAX 287.22
FDX EKC 808.63
FDY FNP 838.34
FDZ BTQ 889.56
FEA DZO 83.68
FEB AXX 767.64
FEC ASL 352.74
FED ALY 831.56
FEE GWB 754.28
FEF ACF 975.92
FEG EUQ 984.45
FEH AYW 59.30
FEI BNU 915.57
FEJ EGA 915.02
FEK DKS 512.58
FEL HJO 459.14
FEM CQK 313.85
FEN AIL 942.99
FEO EVF 218.63
FEP CIX 227.58
FEQ BHQ 659.48
FER BVA 335.57
FES ENX 763.53
FET EQN 278.84
FEU ASJ 576.95
FEV DRW 331.91
FEW ASF 350.69
FEX CKO 294.90
FEY BME 915.07
FEZ ECK 608.38
FFA CPL 996.50
FFB BNW 390.98
FFC FAR 498.83
FFD EPE 626.07
FFE AOB 330.05
FFF ALT 346.82
FFG GUP 175.91
FFH ALL 165.27
FFI BDJ 176.56
FFJ CNN 784.30
FFK EKJ 25.92
FFL DYJ 805.47
FFM ABL 834.47
FFN HIO 806.39
FFO CEW 473.81
FFP DAE 340.72
FFQ GRZ 645.83
FFR GPU 944.20
FFS CZZ 392.72
FFT DJP 189.16
FFU FIK 587.45
FFV BZK 875.82
FFW ART 545.41
FFX DGO 866.33
FFY CCM 812.25
FFZ FQV 802.53
FGA BEV 93.89
FGB EFC 378.31
FGC FDM 708.38
FGD GTW 841.43
FGE GTR 763.00
FGF DHZ 816.04
FGG BNK 404.42
FGH GZJ 717.01
FGI AXU 494.03
FGJ ERC 519.92
FGK BJR 605.68
FGL AEG 844.85
FGM DRA 763.88
FGN FWN 36.60
FGO FUN 852.38
FGP BLS 577.83
FGQ CXQ 610.66
FGR CVH 201.68
FGS GJV 467.88
FGT EOV 664.77
FGU GON 552.31
FGV AZX 803.24
FGW EZY 568.09
FGX BUQ 753.88
FGY FNP 753.48
FGZ DJG 143.61
FHA AHQ 996.60
FHB BOI 837.30
FHC DNY 190.20
FHD AXN 500.14
FHE GDP 876.56
FHF FNE 315.91
FHG CPR 524.67
FHH GHR 969.79
FHI HCY 724.23
FHJ DYC 223.44
FHK FYR 442.41
FHL DOK 396.79
FHM ACQ 37.51
FHN GBR 236.15
FHO GKM 751.53
FHP HDD 477.19
FHQ CDU 858.78
FHR HGK 672.13
FHS FHR 351.92
FHT EFO 418.61
FHU FCU 740.80
FHV CHN 879.23
FHW HGO 252.12
FHX DXJ 258.03
FHY GRB 647.11
FHZ ALS 416.41
FIA BYU 835.20
FIB FJJ 590.59
FIC DYW 127.40
FID EHH 827.22
FIE CRA 533.54
FIF GGU 790.58
FIG BWY 782.44
FIH FCE 604.82
FII DME 798.51
FIJ AKY 526.37
FIK AVO 921.48
FIL DMU 968.31
FIM DXI 254.62
FIN CGR 313.47
FIO EKY 34.86
FIP CZE 318.30
FIQ BIF 706.61
FIR FAV 69.82
FIS BOQ 899.15
FIT GVT 876.47
FIU CNP 528.50
FIV BQC 152.05
FIW DAL 129.77
FIX GEV 608.83
FIY FFK 943.83
FIZ EGY 794.65
FJA DXW 540.80
FJB BIK 202.44
FJC EJG 152.83
FJD FOZ 24.20
FJE AXE 409.32
FJF CJH 221.27
FJG GCB 414.91
FJH ECC 113.47
FJI FXQ 351.66
FJJ GMA 237.31
FJK FVK 656.99
FJL ABD 354.63
FJM DZU 309.75
FJN CNV 205.62
FJO CBB 262.18
FJP CLM 445.95
FJQ BTV 90.27
FJR GJU 925.44
FJS HIY 491.35
FJT CCQ 594.31
FJU EHZ 455.66
FJV FBD 343.65
FJW BBK 433.72
FJX HGC 675.19
FJY BWC 610.58
FJZ CPQ 992.59
FKA BPI 465.38
FKB DSS 381.39
FKC FMJ 637.72
FKD BZQ 355.77
FKE CGQ 914.32
FKF ARR 29.92
FKG CUQ 777.15
FKH ETF 411.22
FKI AVH 232.05
FKJ FPB 496.23
FKK FXK 148.16
FKL ESR 885.33
FKM BOM 460.53
FKN DDF 530.79
FKO FLY 636.55
FKP AHL 502.21
FKQ GZG 197.64
FKR HGA 40.59
FKS BMA 797.65
FKT BUB 62.30
FKU AWC 525.12
FKV CIU 716.57
FKW ECX 538.15
FKX CZS 61.35
FKY BDE 296.84
FKZ GRD 621.43
FLA BAA 560.98
FLB FET 26.90
FLC DDP 230.81
FLD COU 256.15
FLE DGE 408.12
FLF CWE 132.81
FLG DMB 969.01
FLH CMC 768.17
FLI GNF 733.29
FLJ DGK 478.64
FLK GRX 249.74
FLL AFL 51.26
FLM BWN 323.00
FLN EYI 721.61
FLO GJO 833.71
FLP GPX 228.37
FLQ CUH 13.33
FLR GNU 579.73
FLS HIA 140.01
FLT BSV 275.02
FLU BED 921.28
FLV FYZ 480.93
FLW HGW 744.76
FLX GDY 820.48
FLY HGY 243.10
FLZ AYM 227.04
FMA EEW 494.33
FMB EOR 607.77
FMC GJA 390.91
FMD DQS 764.21
FME AXN 999.46
FMF BXF 782.83
FMG DWI 574.90
FMH EFJ 420.45
FMI GSX 525.48
FMJ BNP 590.08
FMK FCW 266.83
FML DSP 664.10
FMM FDA 647.16
FMN AOO 980.21
FMO BBX 783.70
FMP GDV 710.14
FMQ EQX 485.55
FMR FXU 585.92
FMS AAO 137.85
FMT FNO 428.12
FMU BQE 669.77
FMV GPV 313.63
FMW FBD 737.04
FMX DWF 286.63
FMY FYT 593.08
FMZ DMD 36.34
FNA ABS 274.77
FNB FGK 362.07
FNC GGQ 185.03
FND CUB 139.24
FNE BXR 549.54
FNF HEZ 573.81
FNG BLL 657.86
FNH GTW 238.60
FNI CMI 673.39
FNJ GKA 96.56
FNK BNF 41.20
FNL EER 751.36
FNM FQD 307.80
FNN CDL 367.82
FNO AQA 78.22
FNP CLO 251.36
FNQ BZR 268.12
FNR AMD 601.98
FNS GCO 955.72
FNT CUG 585.41
FNU BJM 917.65
FNV DUE 867.39
FNW CXB 482.47
FNX AWP 371.24
FNY EQM 936.24
FNZ GBO 499.03
FOA ABN 41.51
FOB BXK 919.21
FOC ACD 451.90
FOD ELX 577.25
FOE EGB 854.71
FOF DJW 210.17
FOG DUT 442.05
FOH BRL 739.51
FOI FRW 880.41
FOJ HCX 230.07
FOK HAO 811.18
FOL GLY 373.59
