1
1000 4000
BLW BIU 185.41
BBD BJZ 396.80
AEE AZH 467.32
AMT BMI 332.33
AFL BHQ 647.14
AXT ATC 784.12
AEP AWE 920.53
BHI AUX 54.68
ACS AKO 122.40
BLX AGX 396.12
AJH ACV 390.20
AGU BCZ 520.04
BGB BGF 90.61
AGZ ACS 491.70
ACD BEE 515.01
AVF AVD 169.94
ASM BKS 296.12
AOL BDV 660.83
AYZ AAP 739.49
AGY AYD 790.19
AJT AYX 793.56
ANU AAD 899.49
AHN ACN 481.25
AXU AJB 403.10
APM ADK 394.91
ALR ADE 438.98
AJY ABU 644.50
ABH ASO 122.82
APK AQP 980.09
ABB BEX 856.58
ABA ATR 831.90
ABD ART 927.96
ARE BKC 541.54
ABH AJP 467.02
ASF ADO 873.20
AVK BMD 570.74
BKS BEN 343.78
AQU AQL 439.88
AIM AQU 913.73
AOL ARE 887.73
BIC AYM 921.52
BAX AQQ 405.30
AYO BKD 859.11
AJF AYR 373.58
AMT BKZ 603.91
AZY AOX 228.65
ARZ AEN 417.73
BIK AEB 630.79
AMS BFY 365.16
BDW BKT 850.88
BDL AED 714.63
AHP BMB 77.01
ASU BIR 674.01
AEZ AJZ 313.91
ARA AAC 236.30
BFY AIL 999.61
ALN ANG 369.88
APP BDW 664.55
AWP ALG 497.02
AUX BCE 683.84
AAC AHN 245.13
BME BIM 12.78
AJL ALL 78.27
BGY BAM 983.16
BHA AZU 357.97
AQO AYI 75.92
AEW BLK 707.74
BIS AQL 760.73
AVA ASN 838.30
AKS BHI 854.18
ASF AOP 23.13
BBU AAJ 266.67
AOH BGE 990.11
ACI ATK 52.56
BCC AZE 991.12
BBM AJM 573.23
BAK AOI 191.05
ARY ARD 262.31
BKL AKQ 744.86
AGJ ABU 840.32
BIM BBJ 726.63
AJX AOO 791.36
ARE BCO 602.10
BKO BMK 505.82
BKU AEH 979.94
AVI BEG 260.76
BJQ BIH 511.43
AOI ASG 101.81
AAA BKY 696.47
ABU ANH 119.47
BDD AAI 54.64
AST ATC 747.13
AIV BBF 209.70
AWI ALD 684.16
ABR AKX 153.67
BFX BBJ 466.75
ACU BGW 372.30
AVA ABK 741.56
BHB ABJ 498.80
AHW AMW 318.80
AIE BET 382.78
BBG ATS 713.87
BDN ASO 578.75
ACE BIP 294.56
BAP AXU 750.36
APN ALH 264.31
AXL BHR 82.60
AYV ABG 723.32
BAF AKE 612.31
AOD AFP 330.90
AGK BDV 882.94
ABE AGH 995.06
ATT APA 785.66
BDK AHQ 693.34
BCG AWP 387.42
ABB AAS 847.86
AJV AKT 335.41
AYP BLB 361.50
BIT AHM 191.48
APK AKY 521.81
AGU BJU 635.48
ANB BEI 750.67
ADD ANR 450.97
AKT ABP 109.62
BHI AFF 247.26
BIB BJL 344.60
ATW ARU 868.40
ASL BLD 190.95
ABA AEJ 217.34
ALY ALI 609.89
AWV AHM 523.90
AOR AKB 505.66
ADK ANV 432.57
AEZ AMJ 46.90
AKF APK 479.69
AUS AIE 971.88
ANP APO 460.73
AMG BGT 519.41
BED BKB 544.20
AQN BJR 474.46
AXZ AZT 641.09
BIB AWP 90.54
AWY BGM 654.35
AKJ BIC 445.24
AZT BGX 320.05
AJA ABR 666.22
AYO ASA 495.13
ASW APT 978.66
AQL AHA 641.84
BBE BLS 3.19
AOL ADL 257.48
BLA AFN 203.71
AGC BJV 756.08
ABS BFB 202.04
BIQ BFG 814.74
ALJ BEH 4.95
AEM ALO 117.29
BHT AGK 347.20
ACH BBA 722.10
ABO AAV 949.89
ASN AER 476.96
BLP ASY 990.71
AKA ADX 323.86
ACP AZH 745.44
AIX AFB 465.89
AAS BLR 128.41
AZU BBG 704.88
BGE AQM 656.04
BIG BMC 664.82
AKD BLS 438.93
AOU ABC 452.85
BHT ARJ 347.67
AMS BGF 540.96
ANB AOS 523.56
ASD AML 904.23
BEW AGI 330.06
BHE AZC 140.25
ALF AXL 156.95
AYJ ADN 358.84
BLD AMY 551.26
BMF AXY 573.90
BER AOZ 847.74
AYK BGF 740.03
AOE AHL 6.85
BAP BLG 850.25
AHZ BLM 248.48
AIE ANN 206.50
BFP APJ 5.12
AKE AKX 991.55
AXC APT 51.41
AIO AFV 971.06
AXN AKS 554.52
BEU AYJ 792.49
BMF AMH 8.83
AMB BAU 276.04
AYQ BIM 896.47
BMD BIO 998.55
APA APU 450.67
AAZ BJI 72.40
BEH ACH 365.04
BKC ATX 931.04
AII BLH 223.27
AHU AIK 752.90
BHP ARM 60.91
AVX ACG 834.36
BFL BBD 977.50
BBN BJC 147.42
ASJ BLR 157.33
APF AVZ 654.76
BFA ACX 835.01
AMM AGY 576.40
AYV ATN 125.79
BHG BER 821.47
AMG BIE 403.49
BCA AMN 42.22
AQR AQL 751.43
BAW AGN 779.60
ABD AJU 660.27
AXD ADE 235.05
BAA BKA 822.52
BGY AWE 310.59
ANZ AFZ 997.35
ATT AZF 273.80
BCZ ANS 95.96
AQO BJV 309.14
AIB AQK 679.94
AOO AOX 614.28
BLX APY 601.26
ACP AKL 91.55
ANR AUE 321.08
BJW BJZ 327.85
AQX AAW 206.41
ADQ APM 343.57
BEX ANN 492.22
BCG AXT 549.75
AGE AXO 514.06
BIP APC 526.15
AZQ BHM 733.46
BKB AON 456.83
ART ASS 351.02
BCU AKL 414.58
BDQ AKE 223.90
AUF AXX 231.81
BHS BGL 932.76
ASZ AGP 220.79
ARP BJT 301.65
BGR BIM 763.25
BBR AJI 875.77
ARH AKR 972.43
BJZ AOQ 615.32
AHY AHI 463.46
ASC BJW 990.94
ARC AEJ 358.65
AYP AOZ 167.42
BFE BFO 186.18
BCL AMZ 214.63
AYM AAP 769.21
AIW AWU 791.22
BHC AHF 881.94
AWU BBR 296.43
BEC ACN 355.78
BBM AGE 551.36
BFV AON 89.58
AVX AEP 477.54
BCN ADL 43.94
AQP AVG 665.56
ARE BFT 692.96
APA BKM 142.84
AWF ATA 748.66
ALK AFH 967.26
BBM ACP 313.18
AIS AHV 364.52
AXF ATT 181.66
ACW AKI 323.46
AGH AZM 722.67
ACP AIK 763.60
BIJ BHI 747.91
AHL AFU 765.89
BAL AOF 529.79
AGU ADR 175.56
AJJ BDM 482.05
ARE AIK 749.19
ALZ BCJ 131.45
AWH AQT 151.00
AJH ACC 811.74
BFG APY 626.89
ABE AVM 647.56
AUN ATF 970.01
BIS ASL 385.46
BMJ AOX 775.85
BDJ AWU 437.61
AMW BHF 890.04
ACT AAI 848.02
ATM ARS 401.14
AVO AYK 190.45
AMO AML 96.39
BIA AQQ 784.51
AOU BEF 274.81
AIH AMU 710.14
AXE BJH 839.16
AVB ABF 792.66
APU AOX 883.81
BDR AHI 477.15
AIX AZG 917.86
AIK BAZ 856.44
AUV ANC 852.04
AMN AFN 158.83
AEH BLP 361.19
BEP BMD 225.03
BBK AKA 770.70
BCP BHU 10.25
AFB AJZ 425.72
AZX BLN 93.34
BAF AEJ 981.05
BCG BDE 403.37
ACX AMC 335.55
AVY AHP 404.48
AVB AMF 421.26
BIH AGQ 192.37
AFV AWX 593.84
AOR AXW 910.96
AYQ AHK 71.92
BLF AUG 966.75
ADD BLW 607.00
AHJ AZX 393.81
ATL AWI 681.15
ACD AOQ 565.42
BBW ATM 831.13
BIM ADR 916.60
BGL ASL 859.03
ARV BJS 170.54
AAH ASE 297.87
BIC AFR 634.28
BHM AHR 983.95
AUX BJW 428.28
AET ABV 823.71
BGX BKG 22.29
ANY APR 182.84
BFD ACP 830.08
ALD AML 352.56
AVX BCB 521.00
ABP ATX 509.15
AUU BKJ 579.23
BCL BAQ 988.09
AZV BHP 716.79
ACS AJK 495.74
AAM ASF 660.49
AQD BDD 779.04
BGH AEN 436.18
AGG BBY 824.28
BIH AGW 700.69
APS ADP 976.38
BBD AAQ 886.79
API BFT 562.19
AKL BGY 773.10
BHJ BEC 749.81
AND BFZ 500.51
ARI ADK 590.64
BJK ACG 178.35
AYW ASS 16.74
BFS BIX 291.88
BJH AUZ 10.80
ALA AWE 798.40
ARV BEP 125.46
AMI ARP 302.96
ARM AQW 759.19
AYO ASW 317.86
ADA BIW 164.79
AFG BCN 319.30
AXZ BDO 938.50
BHY BKU 374.96
AQM AOY 476.72
AAE AIV 589.41
AFW AEX 292.27
AXL BDV 900.43
APK BAS 967.15
BIG BGA 151.69
AFS AMA 278.07
AJH AWW 288.85
AAJ ARC 783.74
AMG ALG 423.49
ACG AME 72.31
AYP AJX 706.59
BDM BGF 540.16
BIJ BHW 135.20
AWP AWX 264.81
BDS AEM 678.81
ADG AKQ 41.23
BAC AGF 106.23
ASG BID 888.65
AEO AJC 732.26
AQS ASA 928.96
BAP ASL 489.55
BHW BGP 375.94
AEI AOD 877.13
BBF AHT 296.06
AGU ADE 555.46
ARK AVM 973.18
BLD AGZ 877.54
BGV API 587.84
ADL AYB 206.10
BIZ BHP 107.28
AOZ BFW 931.62
AJC BDV 432.05
BKU BGI 64.38
AGB BES 565.50
AJF BAU 66.10
AFT AOC 717.86
AMT ASE 962.38
ADD AJW 252.03
BBE BHI 534.08
AWI BKK 904.98
BDG AEE 764.07
BID AZQ 981.48
BBZ AEA 933.85
BHU AZE 83.41
AWC AKE 694.98
ALH ABY 610.89
BDL AYQ 872.39
AAW AHO 749.22
AJG AXG 130.03
AHF ARM 910.62
AYX AIG 19.94
AMB ANY 111.06
AQB ADV 559.94
AQI BEM 570.73
BAM AYS 439.51
ADN ADG 48.78
BCD AZZ 371.71
AKT AWZ 449.36
BIA BKQ 33.10
BAO AOC 329.03
BIU ANW 280.90
AXV ARZ 310.89
BBQ BFH 524.03
BHF BIC 311.72
ATL AHI 75.96
AWR AQE 882.85
AKE AWT 777.28
AIF BHV 558.11
AGK AUW 640.91
BIA ARD 723.27
AJL BID 710.17
ACM BLO 529.22
BHT BCD 488.93
AEL BIU 359.63
AZH BGU 388.26
ACZ ASV 433.32
AAU AIJ 432.73
AJS ABD 95.38
BEO ASE 661.03
AJF BET 96.21
ASK AGM 475.06
ARM ARA 817.51
AUS AMX 561.67
ARA ALN 940.44
ALI AEV 15.11
BEE BFD 61.69
ANP ADF 455.98
AOS BLL 406.19
AHY ACY 688.71
AAF ABY 336.65
AGS AVK 842.56
AXS AZJ 487.34
ALS BFU 745.40
AXF AIO 140.78
BCA BCF 148.72
AUS AJU 845.19
BLL BGV 276.55
BKK BFS 220.08
AOK BAT 397.43
AQI BBK 449.49
BLS AMI 263.07
BMD APQ 548.33
BFL BKK 998.01
ABN AON 101.05
AEV AJP 217.08
AOP AEQ 897.89
AWM BDV 576.79
APS BEE 686.52
ADZ BHV 649.50
AGL AGY 126.76
AST AST 51.01
BIJ AMI 224.33
AHK ASG 464.25
AVX AWH 495.94
AGO AYQ 259.86
ALF AQN 771.11
ACO AEE 418.42
AHU AEI 494.27
ADD APY 568.35
AKC ADM 492.91
ADX AUX 604.58
BDU AMR 72.98
AJO AEC 221.91
AGX BAY 123.83
BFN BAK 83.04
AJO BER 84.75
BBG AYQ 137.66
AGQ ACP 681.84
AWO AJU 773.87
BAB AUZ 138.20
AWA AAE 224.34
BIR AZE 458.88
AAH BGN 226.62
BBG AWJ 852.62
APE BIB 274.41
AUY BBK 36.13
AUQ ASK 708.61
BKT AAP 359.22
AIB APM 510.94
AED AWC 140.33
ARV ANX 210.62
AEN AJP 936.34
BLA AKD 705.36
BIL AUF 145.43
AFD AMG 916.03
BGN BJV 949.98
BAA AFP 508.94
BAP ACP 684.30
ARD ATT 297.37
AAT AVA 589.46
AOQ AXK 380.53
BLT AJJ 438.68
AJK AFB 509.85
BDP AZY 143.00
AQY AKS 461.95
AOH AYE 713.28
ATW BHQ 145.26
BJZ ALS 732.02
ARH APD 482.45
ANJ ANB 6.90
ALW BCR 770.61
AVF AXP 997.94
ABI BKP 147.75
BBG AJR 610.20
ANA BES 401.41
AMG ASL 795.81
AHK AAF 829.53
BGQ AVN 538.21
AJH BEY 117.57
BJX BGO 405.58
BAC BIX 379.05
AYT BAZ 412.13
AWW BFX 441.16
AHP BGR 171.50
BMI ANE 912.11
ASH BJO 579.01
ASM AIV 122.20
APB APM 214.12
AHN AGD 702.61
ABP BBP 885.02
ALO BLN 514.35
ANQ AHG 134.65
AHB AZH 184.61
AOU BFB 174.07
BBY AOG 246.05
AAC AKM 26.01
AWL ASY 554.28
BLY AJW 649.08
ATD BHL 532.99
AIH AOI 688.46
AUW AGD 122.39
BCC BLP 605.39
AOX BEK 462.45
AVB AHP 514.28
BJH AFY 861.64
AUV AED 742.43
AOV AUP 952.45
AYS BEP 811.81
ATR ARE 695.19
AJB ALG 720.16
BCT BHZ 455.83
ACY BDV 281.25
BHI AAU 772.08
ACL BEV 369.47
AIK BLD 244.94
AMN AIA 637.64
BHD BFA 126.57
AAI ANB 670.43
ARN BHA 646.85
BCT AIS 85.48
AYH BFE 707.84
APQ ALB 518.83
BDY ATB 489.59
AWH BEP 968.25
AUZ AYR 292.40
AEB APP 544.58
BJB APZ 241.36
AXE ARQ 773.49
ARS ATB 953.57
BAL APF 478.12
BGR AUL 199.12
AFG APY 238.95
BLW AOJ 366.53
AFB AVE 44.31
BDS BEL 950.11
AUK AXD 109.08
BKJ ADL 100.13
BDB BEK 202.77
AJQ AFS 228.79
BMJ AMA 36.92
AUJ AWE 183.79
BKH ASD 615.80
AZT AEU 450.68
AVZ BIY 624.04
ANY AKL 505.35
AME AGX 503.08
APP AUY 418.38
AHO AGR 541.35
BAU ACB 378.90
ANW BCR 904.92
ALD ASI 204.89
BDG APS 150.18
AJD ASI 423.14
ATD BHX 513.35
BDO AQA 389.06
BKL ACY 506.21
BGL BJE 409.37
AAR ABX 666.94
ACS ALF 52.42
AGL BED 682.90
BMH AKN 200.03
BDB AYT 802.92
AIX ALX 894.04
ARW AYU 676.41
AIZ BIT 684.90
ALX AUE 542.58
AWE BFH 685.57
AYB BHB 214.01
BJH ADY 494.18
ACA BCQ 918.40
AMN BCT 523.59
AMJ ABN 657.06
AYG ARC 934.61
AKP AQV 806.92
AUK BJS 225.09
ACC AHE 367.42
AIL BCQ 900.51
ADA ATD 406.27
AUM BJF 426.05
AKR AED 338.74
AAY ARY 49.26
ACM AGQ 926.04
BHC BLX 119.25
ALL BAB 215.55
AIR AHE 891.82
BDK AKU 537.12
BHC AMU 821.18
ANT BKX 153.37
AYA AVS 364.16
BCD BEK 669.48
AVD BBP 915.77
ACV AMJ 976.02
ACG AXA 816.66
ADJ ATL 658.78
AYC BAM 851.75
BIW BCY 407.53
AWS BHN 868.69
AVE AVO 757.29
ARY AMQ 614.38
AJX AYF 934.14
AMO AHY 634.97
AYX BFC 240.46
AWZ BFU 734.71
ADY BBC 888.81
BEK AIY 673.20
BIL BLX 149.46
BDM BGW 12.05
AMO BJZ 997.95
AZF AOJ 676.97
AKY BEH 475.16
ASW AYM 731.25
AZB BAG 494.51
ASJ ATL 854.50
AUO AOW 930.47
BDM BBE 101.49
ADZ AAF 422.92
BKV AVQ 431.87
AJK BBH 113.05
BLH BDF 456.31
AEE AKP 316.38
BCQ APK 362.74
BDY BGT 511.17
AKX AZD 737.68
AZT BAY 185.97
BBZ AHT 514.83
ADG BGN 412.49
AYW AOU 613.52
ANS BAN 986.61
AEL AZX 289.05
BCO AZN 298.74
ATA BKC 949.82
ANH APR 40.78
ANM AUH 648.56
APM AEU 671.39
BKT AXK 161.60
BEV AIB 628.88
AHD AVQ 713.24
BHR AIP 99.71
BIQ ASN 276.79
AVR BBF 921.46
ATH BAO 672.40
BIY BDO 97.34
AQT AYB 854.31
BJC AEM 797.81
BHO AKR 21.83
ADD ATX 791.38
BMH BGJ 692.91
AVZ AGI 994.77
ACA AHN 137.04
BDF BAR 576.04
BEV BJX 955.19
BJM AZR 310.21
BIP ADU 642.81
AAP AIX 690.69
AYU BDM 803.33
ATT AJX 495.57
BBF AVC 179.90
AIP AON 469.86
AQD ADD 679.09
ARW ABL 933.13
API AVL 530.72
AQB BJU 912.26
BHK AVR 955.00
ADV BLW 143.99
AIK AZT 477.66
ASH AIS 117.63
AAX AIJ 692.76
APL AVJ 243.35
BGC ARW 705.59
AIQ BDX 683.30
AFD AHT 97.94
ACL AQL 621.92
BLQ BJR 679.62
BLB BAC 798.30
AYI BER 102.81
AID AVO 614.99
AQM AHG 289.74
AMX AUE 983.50
BET ADF 691.03
BJS APX 549.37
AEZ AHZ 461.61
BIZ BCY 382.94
AHG ACO 787.09
BHJ BIM 480.40
AZO AUJ 990.03
AWE AOR 609.87
BDK BBF 671.98
ALC ACF 519.78
BBV ATS 623.13
AFG ARI 824.64
BAU BLB 893.92
BEU AXM 525.22
BHI AZV 794.31
AEK BBJ 819.71
BMH ACO 418.38
AOM APQ 558.54
AQU BKU 357.82
ASZ BJZ 345.47
ANU AXC 91.87
AGE ACN 139.11
ASH ARP 333.99
ADH AMT 610.95
AEF AEK 82.47
AGQ ADI 101.13
AJF AKQ 955.79
AYV ASP 585.75
AXD AKF 769.51
BIE BFG 123.87
ASV ANO 632.33
BIW AKD 149.43
ANZ AZM 61.03
ABV AEG 155.78
AGF ANT 980.16
AJN BFR 321.25
AUE APM 822.97
AAH BLP 638.88
AKM AKV 378.85
AQV AAU 878.39
BEJ AXH 820.79
APO AVC 829.20
ACO AZB 728.26
AUI AWK 575.42
BIC AXA 895.89
BBH BBV 647.50
AEH AOI 649.98
AQZ AXP 648.74
ACW BGS 202.33
ADQ ABP 505.05
ACA AER 392.94
AXC ABP 794.35
AXG BHK 848.39
AHE APU 52.58
BEE BML 17.86
BHB ADX 990.24
AWL ARJ 70.85
AVC AMN 215.49
APJ AVM 9.90
AQY AQA 550.64
BJD ACK 125.10
BKT ATE 365.62
BFR BAN 421.63
AWN ALN 681.19
BKA AQW 136.57
ABL ARU 604.41
BGJ AVC 896.52
ATY ADT 835.87
AQN AQX 61.36
AHP ATJ 278.87
AJZ AOB 366.79
AEF BJS 145.93
AFV ARB 445.48
ARI AVQ 157.23
BIE AIL 856.60
ANN AAM 275.96
AJR AAQ 389.85
BAY AXF 848.26
AFJ ADN 463.45
BMG AMS 601.26
ANV AAK 603.23
AYP BKT 25.82
ADE ATJ 990.44
BMI AWG 181.95
AIH AJE 816.45
AWH AHE 238.86
AWX AGP 275.89
AVF ANM 998.40
BMG ABV 948.92
AMN AGR 973.83
BAL ATC 787.29
AYS AQO 514.40
ATD ASG 520.80
ACX AZT 391.62
AZP AZR 971.59
BGT AVH 397.26
AOK AFM 273.06
BBW AMW 822.53
AET AIS 881.56
AYY BKZ 511.51
AFO BAO 318.28
BJR AFA 505.15
APL AIC 545.09
AQH BBX 720.06
ARA AJC 514.33
BMH BLA 620.98
ASV AXW 643.01
AGT AIS 806.75
BCZ AOS 287.52
BBM AUN 548.75
APO ANX 518.76
AUO AIU 473.72
ADT ADL 602.99
BFQ ADR 60.53
ACG BHW 864.76
AOI BLQ 159.18
BMF AKT 182.65
AIL ALV 211.06
BKR ACH 406.33
AST ALA 553.86
AHS AGG 954.52
BEB BID 232.08
BHM AHE 900.94
AMG AJF 481.91
AHQ ACP 693.65
AUJ AMZ 507.75
AGE BKS 321.48
ARZ APW 734.93
BHU ABT 570.64
ATX BED 710.17
BAD AJB 828.56
AVU BEP 244.09
AEB BIG 461.90
BAU ADD 354.12
BDK BET 640.82
ARL AWC 672.81
APS ACW 561.62
AGQ AVV 786.74
AIK BLV 991.42
ANP AAB 953.72
BKF AIB 58.89
BCI AXU 989.21
AYC AGE 218.39
ACI BJP 349.44
BHB AAH 606.41
BEF AYQ 17.57
BHC BEW 742.10
AQL ASJ 289.70
BDJ BLJ 871.43
BDK ANF 57.13
AMN AIZ 564.18
BKI ATM 183.59
ARO ANH 310.96
AOR ALE 10.74
AOZ AKX 764.86
ABD ABO 266.97
AHC AXE 24.83
AZL BJP 523.43
BLW ACQ 661.22
AMP AFD 8.85
BJC AVF 440.01
AQC BJB 783.27
BDK ANV 446.23
APQ BEF 890.79
BAN AKM 798.13
ADD BLH 482.02
BAH BEY 105.83
AXK ATF 67.67
ABC AXY 317.80
ATT BHB 847.64
ACN AIF 774.44
AMQ AUU 157.08
ABN ATV 821.27
BFS BKK 312.43
ARG BDF 816.49
BDQ AMB 266.90
AWC AJP 517.71
ACW AAQ 638.06
ABW AFT 917.67
BIX BJD 227.95
ASE BBH 953.09
AAM AQC 657.26
BHV BIN 360.54
AGW AFK 864.45
ALD AFL 16.21
AXF AHB 580.70
AHW BKS 151.92
AWA AEI 591.18
BBT BHV 585.44
BLZ ABB 959.44
BAU AMY 722.04
ARY APY 476.76
ANZ ASA 170.41
ATJ AKF 249.20
BMI BIC 930.98
AGX ALW 13.88
ASR ATG 143.43
BKO BLJ 588.99
BFX ATV 254.71
BGY BFG 785.45
AUY AAQ 865.32
BKW BAQ 595.80
BDY BCF 970.47
ABR AZE 974.10
AKW AEA 82.66
AWS BGM 276.14
ARB AUT 821.46
APY AQW 399.83
AKV BJA 649.33
ADP ARN 651.15
ART ANB 469.71
AFY BJJ 548.68
BID AMG 381.78
BIJ ADD 493.09
BMK ANJ 747.04
AHM AMB 159.86
BCG ARR 639.29
AGQ ARB 173.72
AQS BCA 681.38
AJH BGL 747.71
AWI AGL 332.17
BGU AOX 156.78
AUC AVT 698.32
AXF BHQ 127.20
ALQ AWH 19.65
AXS AVT 979.63
ACX BGO 511.58
BHM AIK 922.44
BKP BBG 474.16
BEO ASM 912.03
AMB ABX 857.96
BAY BBZ 177.29
AKG BJC 465.81
ASY BLW 184.55
AQH BKN 980.59
AND AKF 263.61
AHF AQH 309.77
APQ AAT 104.05
AEK BEH 46.27
BKK BMC 785.78
BMH BEH 137.25
ACX ATW 570.38
BLZ ARH 960.91
AML AJW 363.57
AKM AMD 762.01
AUR ABD 576.25
AMA AAG 129.66
AMT BDJ 61.53
AEP BCP 709.11
ART AZX 753.78
AJO API 106.76
AEM BEJ 100.24
BJH BHW 890.99
AGS AWR 504.38
BGJ BEK 67.61
BHM BDN 600.33
AIV BCF 409.23
ANG AJF 842.35
ADJ AFU 149.19
BDH BHW 640.38
ATR AVL 554.99
ALO AWJ 751.00
AUM ABG 405.68
AER ASC 984.86
AKE AWL 0.12
ABF AXS 432.05
BDL BIH 380.76
ANS ASL 483.05
BHA API 6.49
BCL AQU 160.89
AYY ALB 568.50
AIV AOX 857.13
AKB ALW 270.14
ADF AFQ 258.98
AZQ ATQ 860.20
AYK BBN 162.84
AUG BEL 743.15
AAF ARG 894.32
BDB ARI 677.88
AUX AUT 129.99
BFY BCN 677.38
AVY ARM 753.86
BHU BFO 459.67
AOM BBR 685.80
BIC ADN 936.63
AXD BBZ 443.29
BCR ABQ 133.15
AHL BFV 88.41
AYT BLF 641.98
AUO BLE 943.05
AYD ACE 468.48
AQS BEO 936.79
AXI BDH 426.01
AMN AND 178.31
BDO AAE 342.07
ATB BAJ 80.93
BIG AAB 990.46
ACR AHM 287.91
ABK BCR 619.85
ANR ABY 319.80
APV BIP 548.67
AVM BJU 874.94
AMH AUL 319.28
AAN BBM 315.35
AOF BJL 122.12
ACD AOC 763.33
APS APW 238.28
BKS AHW 780.70
BAX AUV 121.39
ADY AUB 101.76
AAB BCM 178.83
AKX AJB 866.46
AGK ATV 82.04
BHW APM 285.24
AFX AXR 488.89
BHN BKM 302.58
AYL AEY 496.65
BGH AHR 204.25
BCE ANA 513.80
AJU BHI 394.31
BMG BCV 625.33
AWJ APG 838.86
ADT AXC 971.69
ATF ASI 613.35
ARY BBP 105.67
BDM BLO 627.20
BIL AYR 749.43
ARE ACP 135.79
AFG BET 237.70
AAD AIW 675.03
BCY BDK 767.57
ATG AZA 391.03
ARL AGQ 420.37
AKV ATN 174.86
BML AQL 133.37
BLN AFR 418.04
BLG ARB 119.22
AOX AAW 311.69
AHE BEM 776.15
BDP ALJ 961.04
BIB APO 641.07
BID BHC 322.11
ACH BIN 707.12
BJJ BCH 205.17
ANI ACU 937.98
BGN AIU 721.49
ALC AFV 531.24
ALY AZW 354.45
ARN AYQ 231.84
BCW BCQ 513.71
ATN BGT 84.92
AOD ACK 243.77
AXS AEW 992.64
ANN BMH 303.24
AQH AFQ 952.43
AZC ALJ 209.41
AFZ BDS 537.86
BFV AIJ 850.75
ARZ BCZ 447.37
AID AEU 401.92
APY BLG 552.95
BFX ANH 668.02
ALV AXM 301.69
ALR ALA 201.37
ARH BHX 214.88
BCQ BFQ 639.11
ATW AXK 219.15
ADH ABJ 74.22
BGH AEV 516.02
AMD AZT 484.21
AKY BLC 939.85
BLT AEO 523.99
BKH AYP 885.80
AIV BDW 568.88
AEG AKE 941.91
BJW AUI 269.92
BIJ BEP 110.88
BJS AVY 159.57
APP AGQ 770.42
ACX AWV 502.33
APB BJU 869.01
BHE BAG 955.37
ATH AKC 5.18
AYG AFU 338.14
BIK BAR 930.43
BDU ABL 61.54
BJM AEW 104.38
ASY ADF 433.31
AAQ ASJ 226.12
BKZ ACL 93.69
BII BLC 274.44
AWC BGV 811.88
AHG BBV 210.50
ANB AUR 99.03
AOU AWJ 515.33
AQG ADJ 837.80
AVC BHT 705.54
BLV AIB 828.28
ARS AGR 116.72
BHR AUW 86.88
BGH ANB 386.50
ABS AUH 118.94
BDO BJT 808.20
AZH BGA 340.08
AWS AOC 283.47
ABD AFQ 70.84
BIX ACA 645.06
AEM BHX 444.06
AYR BIV 627.41
AHB AWW 802.01
BHQ AWY 960.77
APL ASW 972.68
AMS AZM 956.65
AGH AZU 917.85
BHX AOG 194.42
ABB ARM 43.85
ADB AMA 364.14
AMA ACS 423.21
AIK BFF 817.89
AGI AAM 774.30
AEI AQZ 549.66
AXE ACK 418.40
AKE ADB 355.94
ALA BHG 409.24
AZG AZI 4.39
AEG ABR 493.20
BDU ARQ 876.99
BGM BDZ 861.31
AZF AVX 274.43
AAU ANN 560.13
BFH AMF 805.29
AIT ATQ 396.41
ALU AEA 615.95
AUC AOQ 272.11
AGZ BFO 704.98
AWE ASY 361.54
ABI AHK 476.17
AGK AML 693.91
ADJ AEO 785.88
AQW ASQ 52.43
AEE AAN 622.63
AXU AAH 620.77
BBU AXE 346.56
ADY BFI 429.63
AKO AZO 114.85
BDN BFM 760.18
BKX BEH 245.95
AYK AUL 99.81
BCY AEP 581.47
AJC ANY 672.34
AJQ BLQ 310.25
AXL APR 881.33
AID ACL 967.51
AON AOO 88.25
ABP AII 489.27
AIE AJA 665.54
BML AGZ 783.21
BHY AGH 46.32
AAB AZM 152.66
BBO AJP 540.18
BAS AYC 932.55
ADX BDF 298.57
ATW BHE 34.66
BIL BAL 920.29
AEH BLE 64.07
BAV AUA 334.48
AIX BGJ 420.12
BCS BFT 470.12
APS ADN 668.94
AAJ ARU 802.48
AYL BBP 759.64
APE BJQ 326.58
AXK BCQ 451.11
ALJ AEV 479.79
AKC AUM 678.74
AFE AMV 653.37
BLO ANH 163.87
AFX BBH 456.18
AJL BKU 793.64
BBF AHW 921.24
BDW AGM 511.34
ACC AGW 201.21
AFU AYR 708.68
AKP AXW 164.76
BFC BGP 657.72
ASZ AUQ 3.86
BGG BJN 705.20
AVC AUV 708.48
BGY AJX 60.02
ACI AOS 75.99
AWI ATW 133.06
AEG AYN 654.34
ADZ ATL 774.88
ACX AMW 856.38
BJM AEC 819.13
BFF BGM 890.73
BCG AOA 405.66
AYE AVT 947.57
BIB BJJ 986.57
AXV ATY 355.13
AFF AGU 855.73
AEV AXM 575.05
BLU ARI 676.15
AME AQY 937.18
BDU BBD 837.93
AXU AFB 220.68
AMX BAV 738.79
AJS ARM 719.65
AGP AEH 619.45
BAN BLO 68.31
AIJ AVD 314.50
BFV APQ 869.38
AYF AAV 934.15
AQF ADN 217.49
AEW AJD 884.18
AJX AZH 755.44
ALV AUQ 835.15
AEJ BGV 828.50
AWF BET 771.02
AVH BLU 886.25
ARN BEE 86.66
