1
2000 4000
BHF AEY 247.47
AIM ADI 121.16
BFC AYX 565.70
CIE BBB 805.96
AFU ANH 318.07
BKB BNN 24.77
BTV AEC 167.75
CBN BGU 395.22
CQW ALB 197.30
CVU CAZ 889.04
API ASI 711.52
BGE BKI 540.15
CFB CGH 305.87
AUS AEH 237.48
BIA CVU 893.12
AKD BCT 778.14
BBT CGO 11.03
CIO BOF 646.46
CTP BRJ 500.38
CJF ABG 861.80
ACP CHC 764.51
BMY CVG 128.49
BHV BGL 236.86
BMC AWT 115.21
BWM AJV 800.60
AAH ACR 789.44
CGV CGQ 135.59
BJQ AGP 522.81
APQ AIB 298.55
AQW AOZ 497.16
AMO BTW 596.59
AIW ABQ 680.79
CCW COM 34.43
AAR BWB 223.22
AYB CLX 53.12
BOG BKV 169.24
AVZ ATX 269.31
BQC BES 848.12
BYD AZD 300.91
ABS BBT 824.97
BVP BCF 472.87
CKT BFG 956.13
CNV AJV 141.96
BKY BJT 336.22
BLM AJH 939.91
CWH BSV 846.16
ARG ARG 160.15
BVY CKA 565.86
AJR CNN 200.32
BLL AVG 73.35
ACG CST 537.31
BHM CRL 193.20
CEV AAB 169.51
APQ CKL 866.62
BML CKC 399.75
ATW AWL 569.49
BLC AXA 328.80
BJS CHC 813.29
AYI CII 709.27
CHC BWH 151.79
CAY BLY 965.04
BTL AZJ 745.62
CHA CJY 337.84
BSN AYB 612.61
BRF BKQ 120.19
CNQ CVD 750.18
AZG BRP 835.34
AUY BFI 808.50
AEI CPA 517.78
COD BWZ 427.62
BOS AEZ 362.99
COB BOD 960.27
CMP BFV 175.60
ALS AQY 150.94
CJW ARR 222.51
CGB CSJ 657.26
BMH CAL 137.85
CRP AVT 824.41
CVF ANF 609.86
CGU CEC 694.50
AAJ CPP 151.70
BOM AFG 682.28
AIX CNG 642.97
BNJ BEK 39.76
CSO CBP 66.33
CLZ BRB 122.41
BNM BIU 941.03
CWT CNI 850.98
ALB BNW 992.59
CPD ASS 75.15
CTI AAI 413.95
CYO AJC 974.05
CMW BIB 828.09
ASI BHE 150.41
AIN CFN 880.64
BZO ADK 138.99
AJL AHJ 839.14
ALJ CLD 652.93
BZF BWF 552.36
CRX BRC 55.23
CSG ATV 916.20
APY AKM 498.26
CLO BPQ 598.16
ATU ASH 718.54
ANX BIH 683.30
ARH BRY 369.03
BMF BOR 942.44
BLY ANM 868.41
AJF CWO 971.36
CNV CRU 24.67
AWH CDE 886.36
BGT BWN 708.14
AKZ CCZ 335.81
BQU BXK 412.33
AAE CXQ 977.47
CFQ BHM 424.60
BIX BQW 712.61
BWJ CXF 782.54
CHO CDN 975.93
CAK CVM 121.84
BEQ BIO 458.96
APT CNX 564.75
CST BXU 576.78
CET BHV 323.16
CDL AYC 117.80
ALZ CDI 841.36
CQJ BAX 796.35
ADG BYG 985.42
CGT BIP 61.52
CQV BPR 577.00
BAM BZF 750.62
BCZ AGC 662.10
APJ AHH 809.72
BXE BGZ 791.63
CVG AYN 326.38
CNE BDU 260.79
APD APT 963.91
ABZ BYD 705.20
BKO CRN 26.05
AOW CTN 61.32
ACR BJL 162.74
AIU CFC 53.14
BDP ARO 440.67
CKO CXV 824.66
AKD AXL 617.44
BNX BAM 960.00
CRE CDB 276.94
CDY CXC 444.39
BWN AVL 244.91
BRD BOB 817.93
APE CMD 285.31
AIW BLT 106.01
BNY BOI 8.29
BMV CTU 895.98
CKG CXM 255.76
AZJ CXM 878.39
ARA AAI 932.29
APE BEU 213.79
BYD CLF 708.33
BAV CDG 804.47
AOA CXS 79.20
BZU AVX 446.66
BCS CPI 732.49
AXP CNK 582.87
BJR BXC 116.49
BVU CEL 496.19
BWC BAU 982.78
APM ACY 867.21
ABT BWN 854.67
CFA ACI 971.23
CRI AMU 278.20
BBV BML 265.36
ASF AXC 822.34
AUF BID 389.81
AFX BIE 119.46
CKI ATO 628.73
AZT BRU 204.67
BQF AID 797.18
ANU ABF 504.72
BDR BSK 245.18
BQL BZA 163.52
ARM CTQ 545.06
BOO ARH 332.29
ALI CDA 860.54
BTM COM 25.79
ABQ BKR 410.84
BTL CCR 567.04
CPC CFJ 917.25
CQH CXN 348.22
BXH BGB 895.33
AXJ CHD 363.04
BFQ ABR 994.07
CKL BWY 562.14
CCB CMO 472.68
BRP AXL 635.62
AQW CND 330.97
AID BCW 891.39
ACC ASH 626.72
AAS BXY 567.69
BUH BFZ 568.96
BCN CFF 601.78
BEE BVY 271.37
APT CEE 843.11
ADJ BPP 139.34
BOJ BMH 713.39
BCO ADO 848.24
CFK CIY 336.15
AMI AXK 218.26
CKG CAZ 618.81
BEV AKO 42.51
ALC BEY 898.06
CUO CWR 185.47
BZV AJT 776.84
AQM AUT 4.45
CCT AIX 728.84
CTW CCD 139.33
CDW BNI 810.28
APW BUF 308.72
CQW CDE 551.92
AQA ABL 51.62
BUY CSX 539.63
BSR BCP 706.03
CPY BDZ 544.90
AZI BVC 781.89
BIF ARS 889.69
ALK APE 667.44
CMH CCS 446.12
BVC AYW 444.16
AZI CST 288.29
BAT BMN 709.71
BIG BYR 113.87
CKV CVW 429.59
BDK BDI 764.72
CYM BYD 125.91
BEV AKM 652.49
BTZ CAR 384.90
BLH AMV 171.38
CKD BCW 348.09
CRM CWH 460.33
BFC BWG 290.43
ASJ BMF 880.90
BCV CXC 129.81
CGE AQI 549.66
BSX BNB 917.31
CQY AXS 400.71
BSR BQO 728.72
CFM AJL 204.19
AWY CCC 473.88
BHV CQY 173.56
AFD BTR 855.14
BRI BXE 243.22
BPM AJZ 367.99
CTJ CIR 935.49
BHM BYI 654.13
CFF CBC 469.32
BKJ AJS 107.24
CHI BNK 398.85
BKN BDK 117.32
BQB AEQ 543.28
AKU CYL 455.60
CVM ALX 236.93
AUB CEF 491.72
ADV CAK 322.50
CCD BRJ 984.57
BRV ACH 113.28
CPC BRS 851.67
BDO CAV 421.12
CGY BQN 156.55
AAF CQS 569.56
CYQ BZU 284.01
AZD CBN 590.33
ARY AVR 369.44
AGY BSW 914.65
BYH CKL 775.64
COD BKP 33.24
BGX ASC 88.15
AIU BJZ 505.59
CMW BKG 816.79
CSE AJQ 332.12
BTA AZB 715.69
BJD CMU 659.13
CEV AYE 405.66
AYT ARE 813.85
AKG ANY 655.65
CIK ABM 912.25
ABO BGW 889.44
BZB CPX 21.51
AKJ CDP 707.31
ATZ BMV 227.69
BTA BJU 125.93
BUL BGL 21.15
AHF CCF 150.29
BLX BEO 5.06
BZW ANW 235.01
CBI CWN 661.19
AWU BHX 396.89
ANU CBG 620.82
CRJ AEL 754.09
BSU BVP 280.31
ADQ CSK 605.50
BKB CWW 340.73
BAW BZB 76.32
CSZ AHD 181.71
AVL CMW 571.57
ATA CRL 185.05
CAX CTB 382.43
BQT CWF 88.36
CIS CNA 971.94
BFJ ACV 13.49
BMK BLO 708.65
BKI BOJ 609.59
AKL BNT 702.48
BFC BUI 229.46
ATA ANX 331.43
AZB BUW 337.00
ATE CEG 321.94
BDZ AZA 339.21
ASC CSY 410.32
BIL CHL 569.63
CTZ APU 717.78
BWY COF 307.76
ALT CXT 360.72
CTQ BWT 26.95
AIP APV 475.03
CRA AEH 103.49
BWI AZI 410.01
CVI AWH 954.99
ADY CXO 522.79
CLJ BJR 31.01
APT BOR 759.96
AFA AHE 478.68
ARJ AXM 691.40
COC BYG 637.98
ASN BSR 336.60
BKJ CGD 522.35
CJR ATS 380.29
AUO ANZ 456.37
ATE BMG 838.95
CQJ ADR 663.49
BTR ARC 943.48
COJ AZO 387.57
AMX CRK 932.39
CLD CXE 116.90
BEX CKC 497.61
AZQ CTE 242.42
BTI AIX 851.87
CUV CTX 647.90
BIE AEM 133.25
BLV ARY 881.75
CQL BFI 463.05
ARB CIM 758.44
AXC BST 75.69
AVI BGW 939.04
AUB AXR 538.98
BBV BGZ 350.53
BKS ABT 477.19
BTF BTR 492.49
CLG BHG 351.42
AEG CBO 740.30
BXC CNH 853.66
BGQ CUV 451.45
AAM CEG 339.41
BUW COC 45.41
CSN CKE 534.47
BOC BNH 979.68
CDJ BCM 66.91
AYD AND 339.98
CSX CFC 255.25
BVN CTU 651.69
BXK BVK 356.31
BTH BCC 149.08
BMD AZV 581.08
BOW CIE 584.72
BAC BMX 276.90
ACA BLS 318.75
BEM AAX 952.70
BRQ AOJ 867.09
BLI AJR 36.88
BTS CQE 595.32
BDT CCA 587.67
CFV AZO 640.52
AUG BDS 675.81
ADM CJL 605.73
CDX BXN 696.35
AQR CGH 486.65
BFD BEF 490.69
CHA CFM 858.62
AFH CHB 573.48
CVM BPB 986.70
CMC CSO 838.58
AMS AJE 146.31
CDY CSA 524.86
BOL BCR 150.12
BAP BCE 394.54
AHY CPH 629.08
BZR BFN 996.93
BTT BNT 728.54
BBW BCF 163.89
CQX CBZ 885.26
CYC CKB 707.88
AII AWZ 824.54
AOY BPR 547.84
CFD ARG 622.39
AIJ CVE 796.42
AMH BSS 183.33
BRU BGY 428.91
AUD CNU 485.86
BWI ARJ 57.76
AZJ BZE 508.52
AYA ASC 106.44
BUZ BJP 929.74
ALT ACJ 455.42
BCZ AZC 359.31
BMT ALJ 737.68
AGO BLS 959.86
CBA CUA 166.57
CDK ARQ 357.95
CUU AWO 46.70
CIO CDJ 479.26
ABS AQT 969.37
BYV CCF 355.61
CBF BKP 947.83
ABJ BVM 434.40
BAG BMP 965.45
CLZ BZP 935.52
CHB CYW 300.74
ANH AFP 894.52
BJW BFJ 608.93
AOH BCN 771.37
BFA ABE 430.63
AVV CJF 131.07
CGK BBY 187.81
BQN ATY 821.64
ARS BOX 145.51
CRH BLG 792.34
AFV BOC 108.97
ALK BGP 524.32
BQT ADO 687.77
AHW CIV 820.61
AWO AYU 104.32
AGV ADZ 135.90
BWI BIA 681.57
CQG BOI 196.76
BTU CJO 531.33
AGC BTQ 95.93
CHS ADF 13.94
BCX ATV 615.45
BGL CLG 421.93
AQI ACG 316.56
BPC ASW 942.12
CGQ ADD 267.98
APS AJE 813.27
CRP AKG 525.83
CPT CPJ 167.10
BKL BZS 539.00
BNQ BPY 904.10
CUZ AYL 563.14
CUV BFW 410.66
CXB BGE 219.09
BEO BOI 86.86
BHR CTA 281.06
CEJ BTE 96.30
ADG AEF 883.91
CSP BFN 302.00
BTK BPF 823.13
AKK CSN 912.60
BWK AFS 6.42
AQW BUS 465.39
BXB CET 467.84
AZZ ATT 507.36
AUC AXW 15.30
CNG AXE 127.57
AGB BMF 525.74
BZD CHL 406.58
APK CTM 628.46
AJA CEO 123.78
BCG AEI 70.00
CWY BMP 82.58
CQH CQU 910.49
ALD BHS 706.76
BWN BDE 413.51
CTR CGH 462.25
BUN ADL 502.73
BDA BQI 224.31
BLD CWW 957.60
BEH AMM 405.12
BWE BYY 470.98
AJV CWL 718.32
APF BZK 721.32
CKL AAM 699.08
AOR CNZ 65.49
CUY CWR 938.10
ANA AIG 740.25
CDI AYV 192.34
COU BDD 923.41
ACI BWW 756.58
COU AOE 604.45
AAX AHT 636.97
CAH BAJ 483.05
COH AWV 610.52
CDJ CFM 526.76
COQ CLS 410.57
CWW CMS 553.06
BKI BJG 316.44
CNL CJX 434.34
BYX BWT 371.70
CNC ACN 415.82
AJL AEK 636.70
BJU AQD 116.94
CUE CSE 94.05
COG ATG 111.29
CBB CVL 909.20
BOV BUT 786.52
CYB BHB 409.50
CWP AYV 838.94
BUK AGL 359.48
BWX CPH 376.23
CBI CQE 33.15
AGB CRY 539.12
CYF BVB 451.95
ASN ANO 470.71
BCP BWY 987.93
CXI AKQ 105.24
BTA BVF 235.85
CRV BRD 899.15
CYH CCR 18.54
ADG BOF 350.60
AIA BBK 826.84
ABA BLP 920.70
BWC AGQ 605.79
CXE CJJ 165.61
CIT BCM 453.94
CTJ BWR 881.37
CDE BGS 0.96
BIY BDL 456.18
AMR AXV 354.33
COK ABG 557.68
AQX BBO 482.05
CCM BRU 764.13
CWQ COB 847.92
CHB AYG 663.94
AKP AON 487.00
CHG ATU 226.31
BCP BLA 668.39
CGA AWI 222.73
ASM AOC 891.81
BHG ASS 35.11
CIU BOD 355.89
BPE CRP 723.80
BRV AXD 841.48
CQC BZV 160.88
AFR ABV 316.23
BMZ BAD 622.51
AMQ CGK 857.91
BWM CQX 585.34
CKO BYZ 703.95
ARX BTS 232.27
CGA BDX 520.91
BYR BSO 560.23
AKK BYG 270.93
CKF CBR 422.32
CMB CAS 343.54
BAU CKJ 488.53
AIG CPX 738.67
ANT AZB 585.47
CMS CBU 158.07
BHM AYB 137.86
AAA BBO 82.51
BSO BCL 801.11
BFK AHC 894.29
AVR BDP 700.51
ALA BRF 556.69
CVJ CYB 276.86
AAY AHO 923.82
BAA BQD 165.96
ACW BIS 553.05
BOM BOA 813.40
AEQ BXR 982.10
BHC CPN 905.62
BOE CHC 817.20
CRT CJB 48.89
BXP BWI 598.04
CKG BXU 780.90
AGK CMM 219.98
BWN AYA 263.74
ATV CWG 170.50
CHW BWW 134.77
BUD CSM 388.81
BKS APF 290.01
ASW ARZ 562.13
ADA CNS 476.10
CMW CGF 454.23
BLT CJR 330.64
BMV CJP 266.82
CKW AMQ 492.00
CIE CBA 264.61
BTQ BUL 69.77
CAS AQY 208.85
CPX CDM 600.84
AWN CLR 210.39
ALH BWR 258.81
CRM BOB 119.59
CCG AEB 839.98
CAL BRW 533.31
CNB BAQ 123.40
CCS BSK 939.74
BLT ASP 698.90
CCS CAQ 214.28
BUU CDW 467.99
BHN BGL 365.64
ASV BBX 215.01
CGW BNW 737.95
CYL CBI 859.53
CEX BBP 197.15
AGQ CCG 970.79
CMO CBG 771.22
AGF CKP 768.96
CUJ BOP 262.30
CMV AHY 476.52
BHX BDR 192.20
CJU AYA 480.91
AYS AQD 145.80
AOR BBX 804.62
BQG AQY 788.02
ATO CGL 362.81
AJL BMG 184.53
CUA CUS 844.83
BXF ASE 249.96
CFE AEU 608.77
AXL BZS 849.15
BVL CQU 17.96
AAF BBS 537.54
BCC BTN 527.48
CGO AMZ 991.29
CBQ AXU 462.28
AOY CCU 390.88
AYG CVJ 553.33
BQL BIU 975.57
CIT AFD 871.89
BXC CBW 710.27
BOY BUA 856.36
AFG BKO 852.21
CMH CNJ 435.78
AAI BFW 466.60
AYD CCE 141.83
APN BGR 595.77
ALY AHA 763.17
CIG ADO 249.47
ACA CKV 644.02
CDW AZK 259.82
AYZ ALK 616.10
CXB CTX 30.26
AAC CRG 811.62
BTN ARS 928.34
AWT BMH 168.42
CQY AWA 58.21
CXZ BVT 945.76
AQD AHH 512.39
ACA BKH 8.05
BBK BXD 532.09
CAI BID 606.62
CIV CVP 576.63
CBD BPK 979.66
CSW AKC 179.69
BGF CEA 331.52
CPU CKS 60.95
BMP AHY 758.88
CHK CDP 142.15
ASU AXF 349.86
AEN CRS 90.38
BMR BFU 401.02
BJI ASV 138.14
ANI ARO 153.95
AXK BDX 47.77
AQB AKV 286.19
ABV BCA 338.08
AJT AXS 799.22
ABZ BTN 432.78
AZE AGN 488.22
ARY CHZ 936.62
BXT AAN 37.80
AFE CSH 571.37
BKG BVB 240.55
COD AAA 347.54
ANO BLJ 657.14
BPP BRN 501.31
ABX BOO 265.30
BVL AMU 567.84
CPM CFY 248.35
CMC BSZ 478.41
CMP BYB 463.07
CFZ AQW 299.52
BCC BGN 564.39
BPQ CJN 73.81
APP BYO 334.53
CHC CRD 678.05
BKG AMQ 492.38
BXA CEI 372.88
BRP AZB 788.73
AZE ASY 89.79
CXF BET 366.45
BCR BQM 346.77
CJE CHJ 841.84
BTU BXC 332.66
BGY BCB 703.48
AZD BID 567.53
BZH ASJ 426.41
BER CPX 915.84
CDS BMC 632.10
CWQ CXU 63.43
BQA BLF 309.97
AVC CLG 573.04
ADN CSI 260.49
CAP CDQ 776.40
ARH AFQ 631.82
CMY BWD 320.38
AGJ CUV 670.43
AKX CEV 783.77
BWZ BNZ 555.26
BVV CBF 69.75
AID BCE 969.15
CTJ ABL 43.59
ABK ADI 429.07
CFA ADA 853.50
CKR BWM 390.70
BVK CLM 375.19
BRH BOG 975.59
BKS CQH 357.24
CYS BYB 220.07
CON AKQ 516.33
ART CHK 8.76
BGS AJV 554.39
BXP BST 336.47
CAP ATT 360.35
AYE CIX 958.69
AYG CDY 998.50
CMM BMZ 210.83
CDV BPY 22.08
BQN CDT 675.15
CBD BPQ 475.09
BXD ALZ 975.90
CUN CPI 324.03
BOI CPH 92.54
CVP CQQ 705.43
CTD CLQ 102.62
CLR CTK 588.90
BNH BKD 138.73
ARV BSE 95.49
CVO BNB 733.53
BMH AUE 444.58
CLU ARY 461.91
CPS BHL 918.21
CGC ASH 857.06
CLI BNE 871.06
CLO BXH 813.71
CGB AUD 75.72
ARG BCU 32.28
CWY ALM 986.01
BLB AAD 130.64
CST BFH 849.76
AZH BMQ 823.23
CGT BFT 59.81
AAC BHZ 440.94
CAV CYN 976.04
BMS CNX 516.02
CUJ BXL 692.55
AYG ATT 831.16
BXG CEK 979.16
CKX AUK 158.65
ARG CTN 371.80
CDW AUO 93.72
AYG BHK 300.29
CGF BLA 315.56
CTJ BJI 559.11
CII AUA 736.36
BUJ AEX 949.94
COD BVV 952.27
CHD BSQ 882.09
ACQ CAZ 834.89
AKT AVL 34.76
BFH CWF 599.24
CMR CXJ 153.77
BMH CTV 943.59
CVP AFA 662.24
AQS AEO 344.31
BJD BQU 803.51
AGB BAQ 115.57
CMF BIR 476.28
BOG BCP 871.65
CXF AIL 595.85
AJD AFO 498.64
AHO CUB 566.78
APZ AWM 187.11
BIO BFC 800.59
BNC BVS 219.72
ASN CJF 287.58
BTD CFS 696.72
ACW BRK 441.81
BSZ ALI 338.50
CBL CUH 872.48
CUN CPC 252.03
CPQ BDU 897.92
BAS CSR 783.40
CFU CUY 387.56
BQC AIN 596.54
BNY BZF 310.22
AUS BMP 315.03
CMD CHC 726.76
AMB CBI 591.03
AHK BLY 742.72
ALC AUW 380.13
CCK AMW 938.98
BWE AZZ 900.08
CFS CDB 207.02
ACV CDH 685.57
CCB ARR 516.51
APS AMD 830.41
CWV BMD 415.80
CMT ARE 912.47
BNI BPF 355.60
CIE BPS 341.04
CVA BZJ 203.93
AWB CNF 1.59
ANS BCW 757.63
AFP BYH 272.64
AXH BYK 256.89
BJK ANO 670.94
AKD CWI 538.55
BOW CGX 301.52
AFD CDN 298.35
BUV CHN 728.57
BIU ALG 7.73
AXC ARK 706.72
BZY AIH 935.97
BMV CSL 919.54
AMH CGN 580.99
BNJ AXR 230.56
BKT BFQ 183.28
BGG BLM 329.44
AYJ BSS 260.06
AUN AOH 881.39
BFT BSB 737.08
CKR CRX 766.13
AHP CCK 195.65
AOQ COE 69.15
AJT CSA 399.24
BUZ BVG 865.95
ABR CHX 136.19
BNE ATH 789.26
AGY BHB 901.17
BIT BMK 827.50
ABW BOS 72.83
AIJ CMH 4.61
CKU BVO 624.42
CNO ATJ 526.39
CGQ BDZ 473.72
BQN COL 396.25
AZM BZU 128.46
CGH AYA 208.90
AOK BCN 102.60
COI CSY 107.92
BEC BRJ 116.95
BFA CWQ 137.44
ABQ AOT 39.61
BIO CAW 759.45
CMN BCS 216.50
CCA BBW 155.26
BQK CVY 969.83
ADB BSU 679.97
BTC CCU 615.12
BNC AII 362.38
ATC AKE 803.14
AQU ANW 674.49
BTB AMJ 742.55
AVA AXV 366.49
CLG AXX 615.47
BBS ATF 215.77
AYT CFB 33.33
CRN CEY 204.36
BVK BZT 8.67
CRG CWL 20.39
AQA AJQ 230.56
BDW CNJ 39.04
CDU ALU 123.40
AQF BKT 598.64
BOC BGX 664.10
CUV AQQ 284.06
COM AEN 691.27
BUN AVH 177.70
BIW CCQ 279.29
BGJ CRS 935.13
CDN BHK 416.66
CFM BDS 840.82
CRG CEI 508.59
BQQ BZC 786.61
CXN ADM 270.82
BCT BGR 341.24
BHG AMQ 643.69
CQC ARI 820.98
CHI AOP 716.59
CAC CUV 945.65
AWC CHZ 197.58
CNI CLD 112.02
BST BGU 526.96
BGL CGF 348.49
BXM AWX 779.57
AFF BPF 599.20
ARV CDL 350.19
BWR CUT 738.83
CLG CHQ 296.53
CHD AEL 195.48
CDS CUB 129.02
CDM CCX 654.77
ALI ASI 811.75
AGE BYZ 886.90
BQP CKW 315.34
AUL CHU 251.72
AMM BJP 816.59
AIH BFC 701.22
CPX BFI 573.87
AIY ANY 713.83
AEB CKE 892.73
CUN BQB 527.21
ANX AXX 621.63
ABM BYL 848.10
CMI BUB 829.70
CIS AOF 164.29
ATJ AOQ 29.60
BYL BGW 232.84
ASJ AWV 594.99
BGH CYB 996.16
ARO BWC 218.48
CVD AML 623.06
AUC AST 321.91
AHE CLL 169.04
COT BLJ 349.42
ARP CBW 806.14
BGF BBL 301.92
CNC CYV 186.95
AKZ CTD 363.58
AKC CEJ 128.36
CTS CMC 840.27
AHG CXW 628.35
AZZ ATV 147.37
BAA CCP 536.11
CLJ ANX 681.49
CBV BZB 898.85
AEI CGL 603.42
AEG AIG 611.79
ALZ BJO 788.71
AEY CPS 35.09
CRA AFK 737.71
AEO BLN 116.36
AYJ ACM 698.24
APO ABC 268.51
BDL AGV 675.27
ADO ACK 75.26
CXN BDC 469.25
AUJ CWM 50.38
CDY BSP 215.00
CIG AZS 721.63
ACG BEM 402.91
BNU AQM 640.86
CDU AXG 222.04
CEW CRN 631.90
CLS CMW 875.94
ACS BUQ 467.12
BFV ASV 211.56
BDJ CGT 411.20
AKO CBB 580.01
BXV CHI 754.55
ADJ CSO 553.74
BHJ AKM 654.32
CEP BFW 848.18
BXE AAS 446.21
BYQ CKB 820.99
AUI BAB 981.07
BND CSN 661.78
BIN BYF 793.57
AYE BYH 824.72
AUD BDI 707.46
ANT ASU 640.41
BLT AKN 361.28
CRP CDN 313.47
AGY ACM 868.18
AFP ATW 784.48
BFQ AXZ 737.64
AZF BSJ 966.44
CXL ATQ 940.14
BWU BLU 709.11
AOS ADD 978.91
BVB AES 144.14
CTC AXF 771.23
BXR CXA 501.04
CNS BRD 882.66
AIQ CVX 384.46
BUD CMW 209.43
ANP BAG 497.65
BUT BAU 787.72
AHQ CXJ 327.33
AYH CTF 23.53
BCZ AKF 630.88
CNS CBL 866.63
AAL CSZ 385.11
BRO AEH 198.02
BON BIZ 78.62
BPZ CTG 520.86
CQG CXT 832.86
BFQ BCO 839.91
BEC CSH 335.58
AYJ AUN 981.08
BWC CKJ 647.39
BMD AYM 974.93
BGF BSD 815.53
BYA BYB 155.64
AVQ BSU 190.48
APY CJQ 704.54
AOU BVS 598.97
BRI CIX 840.23
BYF BRY 368.46
CSS BWC 56.28
CRR CYO 46.13
ARF CSP 318.63
CWW CBK 808.55
CJO BYF 16.92
BQY BBD 153.44
BBQ BSP 439.06
CXJ CCF 83.21
CHI CDC 910.57
BNW AKS 545.35
ALB CVI 478.40
AKR BHN 60.31
AEI BCH 758.42
CTG CJE 766.42
CGB CKW 305.88
AIH BLQ 65.40
COK BVP 796.56
BRR CHY 183.75
AVW BLF 386.86
BUC CTI 245.80
CEB ABU 96.17
AMQ ACZ 82.56
BOX AKM 525.33
BMR BJE 889.97
BMD CTI 828.49
CXU APF 987.11
BUL ABZ 229.26
BQZ BDY 750.04
AQU CRW 821.40
ALE BCV 610.60
AMY BBQ 486.10
BDM BLM 340.67
BNY CTN 547.48
ALS BGY 98.11
AGC ACF 291.69
AVH BDO 981.60
BKV ABU 484.82
ADJ BOL 240.41
AJW CHJ 331.58
BMR BKT 159.46
ACX CIF 105.88
BOJ CYJ 649.25
BWM BCF 340.43
AEM AUY 610.81
AUF ACN 553.85
CLI AIS 638.95
CNC BBG 768.01
BQD BCW 737.58
AYO AKA 221.97
CJH AHZ 444.53
CGD BEP 978.10
CFO ACU 918.85
AIV ARZ 349.34
BRH CVC 121.94
BTV CKZ 126.62
CQB CGZ 355.40
BFX AMW 631.86
CIT ARC 348.78
AHK BMF 583.26
BCX CDR 829.64
CVA BWJ 189.10
AML BRZ 984.21
BEK AQN 882.69
BAP BLO 104.98
BAE CYO 239.75
AIF CGW 415.18
BIP BBO 612.87
CNF CWX 644.69
BAN AKN 424.00
AFG CJD 445.92
CPD ATF 196.95
BVS BWY 455.94
CMG CHH 362.69
BMK APB 94.11
BMA AOD 424.54
ATZ AJD 71.35
CJB CUF 673.48
CUO ANI 162.48
AGD BCS 602.95
ADX BZN 889.84
AXC CBI 794.72
AIR BLS 132.18
CPY CJP 984.58
ATQ BMZ 864.80
BVH CEL 894.78
CEK AXE 528.19
BZR ALR 956.90
CMZ AVF 976.29
AQU BGO 935.16
AEX AHB 580.27
CGF CLR 741.28
BGO BHP 770.81
ARF CMU 653.06
CRS ATW 434.24
BXG ANJ 219.34
AJA BSW 411.63
AUR BUM 589.82
CDK BGF 203.25
AYP ANP 223.67
BFQ AOR 748.03
ASJ BHD 712.82
CNN ALI 987.95
COX CJO 519.93
AJV CAZ 507.93
AXE CLZ 46.05
AEQ BTJ 722.37
BZC AGF 444.72
AGK BGG 50.09
ATZ BUJ 864.50
BWE ANW 490.89
ARY CLE 819.11
BDG AQW 807.40
BBL BED 587.95
ADM CIQ 145.34
AEB AHA 507.90
CKY AQD 897.44
CRD BVV 678.65
BMA AJT 971.93
AHL BOP 917.11
AVI AFO 122.31
AHO APR 658.35
BLY CFR 103.01
CQC ALJ 390.62
CNI BFX 501.27
AIY CXV 542.17
AZC COA 386.74
AJN CWJ 283.11
ATG CEW 984.60
CHV BTU 858.00
ABZ CCR 799.94
ARQ CJW 49.00
CXI CVM 154.48
AXH BYY 267.87
CDE CDV 745.57
CPQ AAU 586.07
CSG BOG 508.40
CPR CAF 398.44
BVP AGO 700.91
AQL CXU 465.92
AHS AME 884.99
CRP BUU 285.51
ACT BND 813.61
CPF CRK 276.71
CHQ BBL 262.76
CIK BYU 80.63
BLG AGE 401.73
BAC AAE 959.99
BGQ ADS 597.58
BTA BOA 613.47
CFF CUT 761.27
BOP BEO 163.27
ACU ATO 804.88
CUE AGX 789.11
AWR BFC 506.58
CVM BVB 785.60
AQG CBS 4.82
AQL CPF 714.51
BHR CTL 361.29
AKH BUI 93.29
AGC BZF 604.99
BYF AAL 23.38
CRT BGT 233.94
ANG CPV 718.18
CFW BDT 580.47
BBZ BZI 729.88
ASH CRW 588.98
AIO CKH 156.73
AQP CPG 341.00
CKY BPL 333.27
BYT CWF 435.94
BZE AKH 697.52
AHA AAN 894.09
ALL AHC 512.22
BPE AIX 155.67
BDC BUX 250.71
BJP ASC 41.51
AUY AFN 766.26
AYV AWX 712.01
ACW CVY 476.32
AAD CGI 836.20
AXZ CKI 389.40
BMA BNQ 626.22
BTC AXG 351.56
CBZ AGP 354.53
BLN CJJ 305.24
CDP CPE 316.32
CWQ BBW 65.57
AUP AKR 431.02
BFD AKC 937.47
BAB CUK 678.21
AYZ BTE 421.77
ABF CRD 28.00
AYM BKR 221.40
BSP BDF 393.13
BDA BXJ 450.68
BGU BWT 960.43
CIR CSF 838.40
AHY BXF 77.80
ASA CBA 346.67
BBB CHR 978.28
CUF COM 245.05
ABA BHW 171.55
BZG BNH 651.86
ADN BAK 198.22
COK CPM 129.82
BMF AFU 860.88
BTA ANE 269.41
ARH ASH 448.70
CSH BRY 110.76
CBB BLJ 58.97
CED CEU 966.00
BAQ BLV 548.29
CNX AGO 432.08
BCX ANG 805.40
ATL BZA 349.83
BMT CCL 207.09
BZY BBG 20.54
CSF CIS 692.25
BYT BMS 816.74
AYS BIT 658.54
ASD CTJ 895.85
CDY BNX 950.44
CKM AJL 177.36
CXT BRT 798.01
CLJ AEQ 205.52
CCK BTL 14.10
AES BVN 347.69
ACA ARS 881.19
BOT AST 182.96
CXM AND 436.16
AGO CWC 946.10
BUL BYW 630.81
CRK CCH 825.36
BKF CIE 345.12
BOV ASB 388.33
AJI AIX 84.81
